id,pred
12102-1366,1
7578-1366,1
6841-168,1
6841-3053,1
168-3053,1
10720-4042,1
10720-6722,1
4042-6722,1
7245-4662,1
7245-7868,1
4662-7868,1
6894-13426,1
6894-1480,1
13426-1480,1
13732-134,1
13732-5854,1
134-5854,1
12685-2575,1
12685-4980,1
2575-4980,1
2242-14325,1
2242-10444,1
14325-10444,1
6549-1955,1
6549-12294,1
1955-12294,1
13723-10803,1
8740-3620,1
6055-9555,1
6055-11647,1
9555-11647,1
4775-8059,1
4775-9085,1
8059-9085,1
6483-6529,1
6483-14799,1
6529-14799,1
1177-14936,1
1177-7939,1
14936-7939,1
4735-6656,1
4735-7316,1
6656-7316,1
568-1952,1
568-4717,1
1952-4717,1
1810-9601,1
1810-8661,1
9601-8661,1
9587-11342,1
9587-9346,1
11342-9346,1
5934-1564,1
5934-9607,1
1564-9607,1
3993-2639,1
3993-739,1
2639-739,1
7284-7221,1
7284-3209,1
7221-3209,1
6649-10042,1
6649-14346,1
10042-14346,1
7213-7074,1
7213-1742,1
7074-1742,1
14256-6583,1
14256-10345,1
6583-10345,1
10596-9385,1
10596-14089,1
9385-14089,1
11108-14327,1
11108-5471,1
14327-5471,1
13361-14363,1
13361-11596,1
14363-11596,1
11095-7046,1
13003-7949,1
13003-3409,1
7949-3409,1
12799-11920,1
12799-13075,1
11920-13075,1
6824-12250,1
6824-11138,1
12250-11138,1
4344-9347,1
4344-10602,1
9347-10602,1
2730-14699,1
2730-12430,1
14699-12430,1
925-12805,1
6076-6994,1
6076-1321,1
6994-1321,1
2929-1838,1
2929-6451,1
1838-6451,1
9743-13872,1
9743-13526,1
13872-13526,1
3250-8900,1
3250-8396,1
8900-8396,1
8965-176,1
8965-13482,1
176-13482,1
8145-8456,1
8145-4697,1
8456-4697,1
11461-13681,1
11461-11369,1
13681-11369,1
3408-12365,1
3408-9036,1
12365-9036,1
3767-258,1
3767-1190,1
258-1190,1
8304-4049,1
8304-1442,1
4049-1442,1
4758-9176,1
4758-4639,1
9176-4639,1
918-3987,1
918-6827,1
3987-6827,1
574-6107,1
574-12927,1
6107-12927,1
7092-14177,1
7092-10489,1
14177-10489,1
3947-12227,1
3947-8857,1
12227-8857,1
14870-206,1
14870-4516,1
206-4516,1
4709-3,1
4709-1344,1
3-1344,1
6443-6955,1
6443-2562,1
6955-2562,1
7619-5275,1
7619-12622,1
5275-12622,1
3362-4815,1
3362-3653,1
4815-3653,1
7082-10967,1
7082-2304,1
10967-2304,1
3294-8551,1
3294-9223,1
8551-9223,1
10674-7542,1
10674-9272,1
7542-9272,1
12749-1565,1
12749-8445,1
1565-8445,1
14423-477,1
14423-10551,1
477-10551,1
6067-8423,1
130-11503,1
130-6025,1
11503-6025,1
3179-9334,1
3179-427,1
9334-427,1
11790-8732,1
11790-10177,1
8732-10177,1
2603-479,1
2603-13480,1
479-13480,1
12075-4673,1
12075-13957,1
4673-13957,1
12529-4073,1
12529-13665,1
4073-13665,1
7296-2817,1
7296-4009,1
2817-4009,1
3889-11860,1
3889-12762,1
11860-12762,1
10046-8724,1
10046-991,1
8724-991,1
8576-13393,1
8576-13463,1
13393-13463,1
13478-3244,1
13478-3415,1
3244-3415,1
14211-466,1
14211-8210,1
466-8210,1
3597-9792,1
11247-5350,1
14205-2840,1
14205-8465,1
2840-8465,1
2553-14449,1
2553-6568,1
14449-6568,1
9941-7315,1
9941-1903,1
7315-1903,1
3779-27,1
3779-4485,1
27-4485,1
9215-8930,1
9215-324,1
8930-324,1
3316-8048,1
3316-1910,1
8048-1910,1
9030-11136,1
9030-8594,1
11136-8594,1
12411-5754,1
12411-1020,1
5754-1020,1
3070-4842,1
3070-9838,1
4842-9838,1
652-13933,1
652-14369,1
13933-14369,1
12187-2240,1
12187-6902,1
2240-6902,1
10686-4870,1
10686-14367,1
4870-14367,1
10443-5888,1
10443-5281,1
5888-5281,1
10653-4878,1
10653-5702,1
4878-5702,1
7110-10217,1
7110-14972,1
10217-14972,1
11217-8104,1
11217-12441,1
8104-12441,1
1506-9351,1
1506-1318,1
9351-1318,1
10938-5195,1
10938-3049,1
5195-3049,1
11058-10019,1
11058-9823,1
10019-9823,1
12355-13522,1
12355-3420,1
13522-3420,1
7634-11850,1
7634-13073,1
11850-13073,1
410-9733,1
410-12211,1
9733-12211,1
3313-9560,1
3313-3068,1
9560-3068,1
4512-7872,1
4512-3939,1
7872-3939,1
3607-12109,1
3607-4477,1
12109-4477,1
14606-851,1
14606-13571,1
851-13571,1
7893-949,1
7893-2625,1
949-2625,1
4848-2851,1
4848-14934,1
2851-14934,1
4974-9035,1
4974-6996,1
9035-6996,1
7413-9462,1
7413-10582,1
9462-10582,1
9222-12838,1
9222-5353,1
12838-5353,1
11211-11367,1
11211-15040,1
11367-15040,1
6404-7575,1
6404-10930,1
7575-10930,1
5355-6878,1
5355-3974,1
6878-3974,1
2847-2295,1
2847-12858,1
2295-12858,1
1135-5014,1
1135-4674,1
5014-4674,1
11356-5098,1
11356-3718,1
5098-3718,1
3840-917,1
3840-13671,1
917-13671,1
5328-14168,1
5328-13238,1
14168-13238,1
10491-11323,1
10491-10942,1
11323-10942,1
8219-10855,1
8219-4867,1
10855-4867,1
1909-4965,1
1909-5229,1
4965-5229,1
13751-812,1
13751-12754,1
812-12754,1
11811-513,1
11811-1304,1
513-1304,1
279-2229,1
7787-7640,1
7787-4093,1
7640-4093,1
142-11847,1
142-4240,1
11847-4240,1
14195-5759,1
14195-1394,1
5759-1394,1
3493-7162,1
3493-5679,1
7162-5679,1
2422-7057,1
2422-8550,1
7057-8550,1
8596-5725,1
8596-10544,1
5725-10544,1
9767-12471,1
9767-12537,1
12471-12537,1
15019-14878,1
15019-11562,1
14878-11562,1
4659-9014,1
4659-6592,1
9014-6592,1
5717-17,1
5717-10815,1
17-10815,1
8253-4871,1
8253-824,1
4871-824,1
14709-2129,1
14709-118,1
2129-118,1
11510-7189,1
11510-10787,1
7189-10787,1
1005-2044,1
1005-2657,1
2044-2657,1
11402-5606,1
11402-13253,1
5606-13253,1
13362-12729,1
13362-13790,1
12729-13790,1
14374-14752,1
14374-2144,1
14752-2144,1
790-13355,1
790-3006,1
13355-3006,1
7929-1417,1
7929-11922,1
1417-11922,1
2211-10809,1
2211-9102,1
10809-9102,1
9474-6109,1
9474-14297,1
6109-14297,1
14379-8275,1
14379-7178,1
8275-7178,1
3376-5820,1
3376-11861,1
5820-11861,1
8327-11750,1
8327-8557,1
11750-8557,1
13220-708,1
13220-8580,1
708-8580,1
9108-12249,1
9108-1339,1
12249-1339,1
4221-11538,1
4221-12337,1
11538-12337,1
13890-14744,1
13890-1499,1
14744-1499,1
14900-11050,1
14900-12367,1
11050-12367,1
5148-11212,1
5148-13283,1
11212-13283,1
9651-6371,1
9651-2429,1
6371-2429,1
8052-7991,1
8052-11803,1
7991-11803,1
9419-1436,1
9419-9698,1
1436-9698,1
2074-6340,1
2074-9639,1
6340-9639,1
4986-8147,1
4986-8973,1
8147-8973,1
10819-4440,1
10819-11975,1
4440-11975,1
9970-2617,1
9970-12961,1
2617-12961,1
5340-881,1
5340-8777,1
881-8777,1
7349-7458,1
7349-10703,1
7458-10703,1
3828-9377,1
3828-12962,1
9377-12962,1
1297-5414,1
1297-15025,1
5414-15025,1
6870-13573,1
6870-3308,1
13573-3308,1
11227-11290,1
11227-85,1
11290-85,1
9695-7571,1
9695-8376,1
7571-8376,1
926-1533,1
926-8049,1
1533-8049,1
7954-2346,1
7954-7801,1
2346-7801,1
14040-5633,1
14040-734,1
5633-734,1
13301-517,1
13301-8893,1
517-8893,1
5799-8448,1
5799-3716,1
8448-3716,1
12763-798,1
12763-3959,1
798-3959,1
2342-3461,1
2342-3264,1
3461-3264,1
4094-8959,1
4094-8808,1
8959-8808,1
1874-14402,1
14528-11948,1
14528-6643,1
11948-6643,1
2232-2541,1
2232-10110,1
2541-10110,1
6379-3279,1
6379-13110,1
3279-13110,1
8366-13077,1
13596-15032,1
13596-10198,1
15032-10198,1
177-14500,1
177-13501,1
14500-13501,1
7290-4804,1
7290-8226,1
4804-8226,1
2579-965,1
2579-3201,1
965-3201,1
83-1670,1
8938-10381,1
8938-253,1
10381-253,1
4411-6272,1
4411-6185,1
6272-6185,1
11334-10993,1
11334-10312,1
10993-10312,1
8215-11270,1
6065-5171,1
6065-2761,1
5171-2761,1
6638-1621,1
6638-2712,1
1621-2712,1
12025-4934,1
12025-10963,1
4934-10963,1
534-2293,1
534-10387,1
2293-10387,1
1897-6212,1
1897-14014,1
6212-14014,1
3490-4018,1
3490-392,1
4018-392,1
383-9088,1
383-8618,1
9088-8618,1
12044-2210,1
12044-10059,1
2210-10059,1
1945-10910,1
9940-4779,1
9940-5276,1
4779-5276,1
14441-13709,1
14441-14222,1
13709-14222,1
7312-4790,1
7312-3764,1
4790-3764,1
1628-12181,1
1628-571,1
12181-571,1
9894-12959,1
9894-3861,1
12959-3861,1
774-6967,1
774-1068,1
6967-1068,1
3999-12650,1
3999-3252,1
12650-3252,1
8478-2902,1
8478-5748,1
2902-5748,1
9004-5833,1
9004-6981,1
5833-6981,1
7402-1784,1
5083-9732,1
5083-6255,1
9732-6255,1
10711-10373,1
10711-10975,1
10373-10975,1
1925-11226,1
2388-5751,1
2388-7725,1
5751-7725,1
9991-13983,1
9991-11880,1
13983-11880,1
12632-11720,1
12632-9879,1
11720-9879,1
6125-12638,1
6125-144,1
12638-144,1
9503-3440,1
9503-14792,1
3440-14792,1
9418-6213,1
9418-6334,1
6213-6334,1
5700-2109,1
5700-8584,1
2109-8584,1
10882-12824,1
10882-7262,1
12824-7262,1
11057-4527,1
11057-12010,1
4527-12010,1
5129-3039,1
5129-8094,1
3039-8094,1
7675-13405,1
7675-8760,1
13405-8760,1
14171-2606,1
14171-8696,1
2606-8696,1
8024-6633,1
10254-7379,1
10254-2157,1
7379-2157,1
13123-2413,1
13123-13183,1
2413-13183,1
14889-2130,1
14889-14248,1
2130-14248,1
13086-13472,1
13086-14203,1
13472-14203,1
11199-4385,1
11199-9557,1
4385-9557,1
14038-14904,1
14038-8738,1
14904-8738,1
13560-2430,1
13560-12788,1
2430-12788,1
10414-14696,1
10414-4466,1
14696-4466,1
6473-11157,1
6473-3564,1
11157-3564,1
13837-2060,1
13837-12692,1
2060-12692,1
7944-14573,1
7944-9638,1
14573-9638,1
1961-3305,1
1961-14067,1
3305-14067,1
1027-10706,1
1027-7727,1
10706-7727,1
12789-13116,1
12789-5953,1
13116-5953,1
5908-7548,1
5908-10780,1
7548-10780,1
619-8585,1
619-7218,1
8585-7218,1
11828-8279,1
960-6997,1
960-7135,1
6997-7135,1
507-2131,1
507-1554,1
2131-1554,1
8416-9589,1
8416-5859,1
9589-5859,1
9425-6482,1
9425-2860,1
6482-2860,1
3650-14553,1
3650-3694,1
14553-3694,1
4770-8829,1
4770-5773,1
8829-5773,1
2944-14398,1
2944-12454,1
14398-12454,1
2460-8727,1
2460-4056,1
8727-4056,1
10736-5047,1
10736-4168,1
5047-4168,1
11565-2849,1
11565-6927,1
2849-6927,1
9383-5602,1
9383-8280,1
5602-8280,1
6580-3525,1
6580-6453,1
3525-6453,1
3341-4035,1
3341-1268,1
4035-1268,1
12424-13241,1
12424-3985,1
13241-3985,1
5896-6349,1
5896-1727,1
6349-1727,1
3331-8553,1
3331-1308,1
8553-1308,1
6007-6267,1
6007-3207,1
6267-3207,1
643-13173,1
643-5923,1
13173-5923,1
3083-12251,1
3083-7308,1
12251-7308,1
1487-4864,1
1487-4259,1
4864-4259,1
1655-6495,1
1655-1092,1
6495-1092,1
3843-4313,1
3843-5438,1
4313-5438,1
13037-5524,1
13037-2215,1
5524-2215,1
2340-9103,1
2340-14921,1
9103-14921,1
3438-686,1
3438-7217,1
686-7217,1
1179-326,1
1179-12089,1
326-12089,1
15008-13312,1
15008-15053,1
13312-15053,1
13125-7811,1
13125-1846,1
7811-1846,1
9564-7762,1
9564-4405,1
7762-4405,1
14119-9278,1
14119-545,1
9278-545,1
11618-8785,1
7291-8863,1
7291-8288,1
8863-8288,1
14787-8830,1
14787-8293,1
8830-8293,1
7479-9158,1
7479-7266,1
9158-7266,1
10708-11818,1
10708-10683,1
11818-10683,1
6738-13708,1
6738-4398,1
13708-4398,1
9806-12190,1
9806-13632,1
12190-13632,1
1045-11130,1
1045-14342,1
11130-14342,1
12665-593,1
12665-11805,1
593-11805,1
11315-10047,1
11315-10576,1
10047-10576,1
193-13923,1
193-3315,1
13923-3315,1
4003-6834,1
4003-12428,1
6834-12428,1
8212-6577,1
8212-786,1
6577-786,1
8446-12688,1
7378-6168,1
7378-11081,1
6168-11081,1
78-47,1
78-50,1
47-50,1
9123-12930,1
9123-6193,1
12930-6193,1
3835-7040,1
3835-10265,1
7040-10265,1
8060-1692,1
10747-4636,1
10747-10558,1
4636-10558,1
14453-1935,1
14453-4303,1
1935-4303,1
12071-1393,1
2837-8063,1
2837-2874,1
8063-2874,1
754-3511,1
754-6118,1
3511-6118,1
207-8200,1
207-13074,1
8200-13074,1
11854-10748,1
11854-674,1
10748-674,1
9635-14088,1
2593-9432,1
2593-9836,1
9432-9836,1
13518-10850,1
13518-6713,1
10850-6713,1
5368-14945,1
5368-3116,1
14945-3116,1
10673-3762,1
13812-8436,1
13812-14975,1
8436-14975,1
12136-13692,1
12136-12912,1
13692-12912,1
7728-11594,1
7728-13554,1
11594-13554,1
3545-9246,1
3545-8712,1
9246-8712,1
5599-8000,1
5599-14516,1
8000-14516,1
13789-14837,1
13789-14965,1
14837-14965,1
7980-6543,1
7980-14306,1
6543-14306,1
5294-6061,1
5294-7813,1
6061-7813,1
13634-13490,1
13634-9395,1
13490-9395,1
3681-14717,1
3681-6898,1
14717-6898,1
10532-11171,1
10532-3468,1
11171-3468,1
10546-1640,1
10546-12678,1
1640-12678,1
1406-8751,1
1406-5068,1
8751-5068,1
11162-14541,1
11162-3956,1
14541-3956,1
13831-5232,1
13831-312,1
5232-312,1
8274-525,1
8274-2369,1
525-2369,1
5261-7757,1
5261-10310,1
7757-10310,1
3884-1041,1
108-2444,1
108-9336,1
2444-9336,1
7654-13273,1
7654-3352,1
13273-3352,1
8826-6405,1
8826-8270,1
6405-8270,1
3232-9236,1
3232-9406,1
9236-9406,1
14996-13895,1
14996-3442,1
13895-3442,1
6658-13207,1
6658-3671,1
13207-3671,1
7219-13485,1
7219-3401,1
13485-3401,1
6446-1741,1
6446-3002,1
1741-3002,1
15092-14895,1
15092-14451,1
14895-14451,1
3832-3436,1
3832-1561,1
3436-1561,1
11591-12882,1
11329-11548,1
11329-11706,1
11548-11706,1
9900-11122,1
9900-9305,1
11122-9305,1
6717-7476,1
12797-6081,1
12797-6940,1
6081-6940,1
13372-8389,1
13372-5103,1
8389-5103,1
6887-8925,1
6887-10049,1
8925-10049,1
6746-3191,1
6746-14663,1
3191-14663,1
4843-14114,1
4843-4643,1
14114-4643,1
2534-6454,1
2534-7407,1
6454-7407,1
1105-6988,1
1105-14915,1
6988-14915,1
9152-10418,1
9152-11464,1
10418-11464,1
799-6176,1
799-4164,1
6176-4164,1
8975-7198,1
8975-13102,1
7198-13102,1
4124-14683,1
4124-5411,1
14683-5411,1
12847-5547,1
12847-3325,1
5547-3325,1
11926-13432,1
11926-11169,1
13432-11169,1
322-3131,1
322-10881,1
3131-10881,1
5673-11775,1
5673-1258,1
11775-1258,1
7709-14091,1
7709-1009,1
14091-1009,1
15051-4190,1
15051-10688,1
4190-10688,1
13092-2660,1
13092-107,1
2660-107,1
13332-13893,1
13332-12656,1
13893-12656,1
15083-4646,1
8428-3750,1
8428-4729,1
3750-4729,1
3599-10256,1
3599-6799,1
10256-6799,1
11899-11047,1
11899-14623,1
11047-14623,1
6375-11351,1
6375-12830,1
11351-12830,1
9072-9535,1
9072-2495,1
9535-2495,1
13065-2615,1
13065-14961,1
2615-14961,1
11129-10458,1
3306-10648,1
3306-4493,1
10648-4493,1
5405-6195,1
5405-8831,1
6195-8831,1
5325-14766,1
5694-6600,1
5694-6006,1
6600-6006,1
8047-9946,1
8047-14386,1
9946-14386,1
5084-4492,1
5084-5433,1
4492-5433,1
4200-780,1
4200-5280,1
780-5280,1
10332-13643,1
10332-9130,1
13643-9130,1
1167-14061,1
1167-8619,1
14061-8619,1
14309-11856,1
14309-11678,1
11856-11678,1
14492-5954,1
14492-96,1
5954-96,1
10164-8536,1
10164-13544,1
8536-13544,1
14708-1365,1
8460-13595,1
8460-8598,1
13595-8598,1
9344-691,1
9344-9457,1
691-9457,1
4594-1501,1
4594-10096,1
1501-10096,1
7743-384,1
7743-2093,1
384-2093,1
13516-1744,1
13516-893,1
1744-893,1
8956-710,1
8956-11836,1
710-11836,1
237-11846,1
237-1859,1
11846-1859,1
8339-9447,1
4212-2478,1
4212-789,1
2478-789,1
9576-7701,1
9576-2100,1
7701-2100,1
11617-13614,1
11617-412,1
13614-412,1
3705-6199,1
3705-14756,1
6199-14756,1
6496-14842,1
6496-6053,1
14842-6053,1
3282-7076,1
3282-11443,1
7076-11443,1
1646-13048,1
1646-11804,1
13048-11804,1
14562-8979,1
14562-6178,1
8979-6178,1
4085-3082,1
4085-12908,1
3082-12908,1
12459-11376,1
12459-11584,1
11376-11584,1
35-12112,1
35-8393,1
12112-8393,1
329-6681,1
329-275,1
6681-275,1
1595-14603,1
1595-4919,1
14603-4919,1
1750-14558,1
1750-13461,1
14558-13461,1
7785-12723,1
7785-3372,1
12723-3372,1
3351-8670,1
3351-3021,1
8670-3021,1
5884-12352,1
5884-2350,1
12352-2350,1
11332-1159,1
11332-5121,1
1159-5121,1
4487-9778,1
4487-3077,1
9778-3077,1
9301-5191,1
9301-13661,1
5191-13661,1
8966-8323,1
8966-1811,1
8323-1811,1
5156-3842,1
5156-12589,1
3842-12589,1
10909-3273,1
10909-11985,1
3273-11985,1
7247-8583,1
7247-10431,1
8583-10431,1
940-11694,1
940-928,1
11694-928,1
10510-5088,1
10510-3432,1
5088-3432,1
11395-8117,1
11395-6821,1
8117-6821,1
14633-6177,1
14633-6410,1
6177-6410,1
14826-7581,1
14826-1545,1
7581-1545,1
5222-1178,1
5222-9520,1
1178-9520,1
13330-4006,1
13330-9774,1
4006-9774,1
5533-3537,1
5533-11180,1
3537-11180,1
10970-490,1
10970-12231,1
490-12231,1
13847-2055,1
13847-5718,1
2055-5718,1
7556-5337,1
7556-55,1
5337-55,1
9471-14984,1
9471-4860,1
14984-4860,1
5570-1443,1
5570-9822,1
1443-9822,1
6287-12715,1
6287-9226,1
12715-9226,1
5131-8268,1
5131-7173,1
8268-7173,1
11595-6014,1
11595-9148,1
6014-9148,1
11118-10647,1
11118-13805,1
10647-13805,1
8153-11207,1
8153-1459,1
11207-1459,1
333-12278,1
333-2085,1
12278-2085,1
9083-11667,1
9083-5398,1
11667-5398,1
14254-5790,1
14254-3677,1
5790-3677,1
4441-9798,1
4441-9511,1
9798-9511,1
4005-4197,1
6378-10540,1
6378-12028,1
10540-12028,1
14281-10662,1
14281-2932,1
10662-2932,1
12455-14382,1
12455-3713,1
14382-3713,1
10584-6353,1
10584-9860,1
6353-9860,1
11040-10637,1
11040-9697,1
10637-9697,1
2778-9648,1
2778-10308,1
9648-10308,1
9761-7108,1
9761-6279,1
7108-6279,1
1440-1967,1
1440-2266,1
1967-2266,1
6206-12037,1
6206-8674,1
12037-8674,1
8250-493,1
8250-8402,1
493-8402,1
4895-4553,1
4895-6606,1
4553-6606,1
3488-12299,1
3488-1686,1
12299-1686,1
787-2147,1
787-4621,1
2147-4621,1
9337-553,1
9337-8346,1
553-8346,1
2170-11569,1
2170-12284,1
11569-12284,1
12115-11125,1
12115-12432,1
11125-12432,1
1710-10114,1
1710-794,1
10114-794,1
8360-13663,1
8360-7602,1
13663-7602,1
11496-8508,1
11496-7632,1
8508-7632,1
14834-13424,1
14834-13838,1
13424-13838,1
386-4532,1
386-14442,1
4532-14442,1
9710-7043,1
9710-7962,1
7043-7962,1
2359-10627,1
2359-3073,1
10627-3073,1
8158-2569,1
8158-13309,1
2569-13309,1
13656-1706,1
13656-7156,1
1706-7156,1
416-10304,1
416-3902,1
10304-3902,1
9840-11965,1
9840-7990,1
11965-7990,1
74-15074,1
74-1356,1
15074-1356,1
1414-6110,1
1414-11879,1
6110-11879,1
3196-65,1
3196-4225,1
65-4225,1
10382-13562,1
10382-330,1
13562-330,1
10006-11009,1
12268-1657,1
12268-14777,1
1657-14777,1
9084-8988,1
9084-9309,1
8988-9309,1
13822-8989,1
13822-8433,1
8989-8433,1
7967-6710,1
7967-5935,1
6710-5935,1
1368-11871,1
1368-10764,1
11871-10764,1
14157-12686,1
14157-5642,1
12686-5642,1
4280-6345,1
4280-14813,1
6345-14813,1
13815-5304,1
13815-10375,1
5304-10375,1
1524-1407,1
1524-14716,1
1407-14716,1
5646-13920,1
5646-8525,1
13920-8525,1
13918-103,1
13918-1203,1
103-1203,1
4688-11346,1
4688-9478,1
11346-9478,1
8918-6315,1
8918-14097,1
6315-14097,1
10034-8929,1
10034-11643,1
8929-11643,1
569-7702,1
569-5086,1
7702-5086,1
6913-10866,1
6913-8518,1
10866-8518,1
10405-5822,1
10405-9766,1
5822-9766,1
7661-7514,1
7661-332,1
7514-332,1
2685-5267,1
2685-4585,1
5267-4585,1
6544-14891,1
6544-14509,1
14891-14509,1
1580-15076,1
13009-7279,1
13009-5475,1
7279-5475,1
7129-7134,1
7129-1849,1
7134-1849,1
13845-4146,1
13845-9161,1
4146-9161,1
11248-2792,1
11248-8322,1
2792-8322,1
5266-4629,1
1866-14025,1
1866-12533,1
14025-12533,1
11203-14000,1
11203-13098,1
14000-13098,1
3433-11999,1
8370-11783,1
8370-4742,1
11783-4742,1
1752-14002,1
1752-13036,1
14002-13036,1
12499-13354,1
12499-13402,1
13354-13402,1
4711-972,1
4711-13963,1
972-13963,1
4515-11615,1
